Article,Variables,Trend,Timeseries length [yr],Period,Number of individual years covers,Frequency [obs/yr],Number of stations,Stations,River basin,Nation,Continent,Basin area [km2],Method,Method parameters,,,,,,,,
28,Total dissolved nitrogen,+,21,2000-2020,21,monthly,6,"S1 and S2 (riverine zone(Rz): 36.3743, 127.639, and 36.362, 127.592), S3 (transitional zone (Tz): 36.435, 127.553), S6 (lacustrine zone: dam site; 36.511, 127.503). The S4, and S5 are home to the water intake towers (IT1: 36.373, 127.553 and IT2: 36.475, 127.484),",Geum River,"South Korea
",Asia,"9,914",Mann Kendall test,"S = 130, p = 0.00, slope = 0.03, intercept = 1.19",,,,,,,,
28,Chlorophyll-a,-,21,2000-2020,21,monthly,6,"S1 and S2 (riverine zone(Rz): 36.3743, 127.639, and 36.362, 127.592), S3 (transitional zone (Tz): 36.435, 127.553), S6 (lacustrine zone: dam site; 36.511, 127.503). The S4, and S5 are home to the water intake towers (IT1: 36.373, 127.553 and IT2: 36.475, 127.484),",Geum River,"South Korea
",Asia,"9,914",Mann Kendall test,"S = -140, p = 0.00, slope = -0.31, intercept = 11.35",,,,,,,,
28,Secchi depth,+,21,2000-2020,21,monthly,6,"S1 and S2 (riverine zone(Rz): 36.3743, 127.639, and 36.362, 127.592), S3 (transitional zone (Tz): 36.435, 127.553), S6 (lacustrine zone: dam site; 36.511, 127.503). The S4, and S5 are home to the water intake towers (IT1: 36.373, 127.553 and IT2: 36.475, 127.484),",Geum River,"South Korea
",Asia,"9,914",Mann Kendall test,"S = 82, p = 0.00, slope = 0.16, intercept = 1.58",,,,,,,,
28,Total Coliform bacteria,+,21,2000-2020,21,monthly,6,"S1 and S2 (riverine zone(Rz): 36.3743, 127.639, and 36.362, 127.592), S3 (transitional zone (Tz): 36.435, 127.553), S6 (lacustrine zone: dam site; 36.511, 127.503). The S4, and S5 are home to the water intake towers (IT1: 36.373, 127.553 and IT2: 36.475, 127.484),",Geum River,"South Korea
",Asia,"9,914",Mann Kendall test,"S = 71, p = 0.01, slope = 12.83, intercept = 55.63",,,,,,,,
28,TN:TP,+,21,2000-2020,21,monthly,6,"S1 and S2 (riverine zone(Rz): 36.3743, 127.639, and 36.362, 127.592), S3 (transitional zone (Tz): 36.435, 127.553), S6 (lacustrine zone: dam site; 36.511, 127.503). The S4, and S5 are home to the water intake towers (IT1: 36.373, 127.553 and IT2: 36.475, 127.484),",Geum River,"South Korea
",Asia,"9,914",Mann Kendall test,"S = 96, p = 0.01, slope = 1.82, intercept = 64.46",,,,,,,,
30,Phytoplankton biomass,-,29,1991-2019,29,"monthly (S4, S6: twice monthly)",6,"Malvalette (S1, river km 150 from the source), Nevers (S2, rkm 451), Gien (S3, rkm 564), Orl‚ans (S4, rkm 633), Chaumont (S5, rkm 712) and Montjean (S6, rkm 895).",Loire River,France,Europe,"117,000",Linear Sen's slope test,"p < 0.05, Sen's slopes from ?10 ?g CúL?1 údecade?1 at S1 to ?280 ?g CúL?1 údecade?1 at S6",,,,,,,,
30,Cyanobacteria biomass,-,29,1991-2019,29,"monthly (S4, S6: twice monthly)",6,"Malvalette (S1, river km 150 from the source), Nevers (S2, rkm 451), Gien (S3, rkm 564), Orl‚ans (S4, rkm 633), Chaumont (S5, rkm 712) and Montjean (S6, rkm 895).",Loire River,France,Europe,"117,000",Linear Sen's slope test,"p < 0.05, Sen's slopes from ?0.1 ?g CúL?1 údecade?1 at S1 to ?3.1 ?g CúL?1 údecade?1 at S6",,,,,,,,
30,Chlorophyll-a,-,29,1991-2019,29,"monthly (S4, S6: twice monthly)",6,"Malvalette (S1, river km 150 from the source), Nevers (S2, rkm 451), Gien (S3, rkm 564), Orl‚ans (S4, rkm 633), Chaumont (S5, rkm 712) and Montjean (S6, rkm 895).",Loire River,France,Europe,"117,000",Linear Sen's slope test,"p < 0.05, Sen's slopes from ?0.5 ?gúL?1 ú decade?1 at S1 to ?1.9 ?gúL?1 údecade?1 at S6",,,,,,,,
30,suspended solids,-,29,1991-2019,29,"monthly (S4, S6: twice monthly)",5,"Nevers (S2, rkm 451), Gien (S3, rkm 564), Orl‚ans (S4, rkm 633), Chaumont (S5, rkm 712) and Montjean (S6, rkm 895).",Loire River,France,Europe,"117,000",Linear Sen's slope test,p < 0.05,,,,,,,,
30,total phosphorus,-,29,1991-2019,29,"monthly (S4, S6: twice monthly)",6,"Malvalette (S1, river km 150 from the source), Nevers (S2, rkm 451), Gien (S3, rkm 564), Orl‚ans (S4, rkm 633), Chaumont (S5, rkm 712) and Montjean (S6, rkm 895).",Loire River,France,Europe,"117,000",Linear Sen's slope test,"p < 0.05, Sen's slope = -0.06 mgPúL?1 údecade?1",,,,,,,,
30,Soluble reactive phosphorus,-,29,1991-2019,29,"monthly (S4, S6: twice monthly)",6,"Malvalette (S1, river km 150 from the source), Nevers (S2, rkm 451), Gien (S3, rkm 564), Orl‚ans (S4, rkm 633), Chaumont (S5, rkm 712) and Montjean (S6, rkm 895).",Loire River,France,Europe,"117,000",Linear Sen's slope test,"p < 0.05, Sen's slope = -0.01 mgPúL?1 údecade?1",,,,,,,,
30,nitrate,0,29,1991-2019,29,"monthly (S4, S6: twice monthly)",6,"Malvalette (S1, river km 150 from the source), Nevers (S2, rkm 451), Gien (S3, rkm 564), Orl‚ans (S4, rkm 633), Chaumont (S5, rkm 712) and Montjean (S6, rkm 895).",Loire River,France,Europe,"117,000",Linear Sen's slope test,p > 0.05,,,,,,,,
30,dissolved silicon,+,23,1991-2013,23,"monthly (S4, S6: twice monthly)",6,"Malvalette (S1, river km 150 from the source), Nevers (S2, rkm 451), Gien (S3, rkm 564), Orl‚ans (S4, rkm 633), Chaumont (S5, rkm 712) and Montjean (S6, rkm 895).",Loire River,France,Europe,"117,000",Linear Sen's slope test,p < 0.05,,,,,,,,
30,water discharge,0,29,1991-2019,29,"monthly (S4, S6: twice monthly)",6,"Malvalette (S1, river km 150 from the source), Nevers (S2, rkm 451), Gien (S3, rkm 564), Orl‚ans (S4, rkm 633), Chaumont (S5, rkm 712) and Montjean (S6, rkm 895).",Loire River,France,Europe,"117,000",Linear Sen's slope test,p > 0.05,,,,,,,,
30,Corbicula density,+,29,1991-2019,29,"monthly (S4, S6: twice monthly)",6,"Malvalette (S1, river km 150 from the source), Nevers (S2, rkm 451), Gien (S3, rkm 564), Orl‚ans (S4, rkm 633), Chaumont (S5, rkm 712) and Montjean (S6, rkm 895).",Loire River,France,Europe,"117,000",Linear Sen's slope test,p < 0.05,,,,,,,,
30,water temperature,0,29,1991-2019,29,"monthly (S4, S6: twice monthly)",6,"Malvalette (S1, river km 150 from the source), Nevers (S2, rkm 451), Gien (S3, rkm 564), Orl‚ans (S4, rkm 633), Chaumont (S5, rkm 712) and Montjean (S6, rkm 895).",Loire River,France,Europe,"117,000",Linear Sen's slope test,p > 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Aikokujohsuijyo-shusuiguchi,Kushiro River,Japan,Asia,"2,510","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Aikokujohsuijyo-shusuiguchi,Kushiro River,Japan,Asia,"2,510","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Aikokujohsuijyo-shusuiguchi,Kushiro River,Japan,Asia,"2,510","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,+,30,"1980-1989, 2000-2009",20,monthly,1,Sarugawa-bashi,Saru River,Japan,Asia,"1,350","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Sarugawa-bashi,Saru River,Japan,Asia,"1,350","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,+,30,"1980-1989, 2000-2009",20,monthly,1,Mukawa-bashi,Mukawa River,Japan,Asia,"1,270","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Mukawa-bashi,Mukawa River,Japan,Asia,"1,270","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,2,"Imagane-bashi, Nakoma",Shiribetsu River,Japan,Asia,"1,640","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,0,30,"1980-1989, 2000-2009",20,monthly,2,"Imagane-bashi, Nakoma",Shiribetsu River,Japan,Asia,"1,640","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,-,30,"1980-1989, 2000-2009",20,monthly,1,Ishikari-ohashi,Ishikari River,Japan,Asia,"14,330","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Kanda-bashi,Iwaki River,Japan,Asia,"2,544","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Futatsui,Yoneshiro River,Japan,Asia,"4,100","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Futatsui,Yoneshiro River,Japan,Asia,"4,100","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,+,30,"1980-1989, 2000-2009",20,monthly,1,Todoroki-bashi,Koyoshi River,Japan,Asia,"1,190","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Todoroki-bashi,Koyoshi River,Japan,Asia,"1,190","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Tsubaki-gawa,Omono River,Japan,Asia,"4,710","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,Ammonium,+,30,"1980-1989, 2000-2009",20,monthly,1,Tsubaki-gawa,Omono River,Japan,Asia,"4,710","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Ryouu-bashi,Mogami River,Japan,Asia,"7,040","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,Ammonium,-,30,"1980-1989, 2000-2009",20,monthly,1,Ryouu-bashi,Mogami River,Japan,Asia,"7,040","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Hamanaka,Aka River,Japan,Asia,857,"F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,0,30,"1980-1989, 2000-2009",20,monthly,1,Hamanaka,Aka River,Japan,Asia,857,"F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Hamanaka,Aka River,Japan,Asia,857,"F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Oun-bashi,Agano River,Japan,Asia,"7,710","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,0,30,"1980-1989, 2000-2009",20,monthly,1,Oun-bashi,Agano River,Japan,Asia,"7,710","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,-,30,"1980-1989, 2000-2009",20,monthly,1,Shouze-bashi,Shinano River,Japan,Asia,"11,900","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,-,30,"1980-1989, 2000-2009",20,monthly,1,Shouze-bashi,Shinano River,Japan,Asia,"11,900","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Shouze-bashi,Shinano River,Japan,Asia,"11,900","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,-,30,"1980-1989, 2000-2009",20,monthly,1,Johganji-bashi,Joganji River,Japan,Asia,368,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Johganji-bashi,Joganji River,Japan,Asia,368,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Jintsu-ohashi,Jintsu River,Japan,Asia,"2,720","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,0,30,"1980-1989, 2000-2009",20,monthly,1,Jintsu-ohashi,Jintsu River,Japan,Asia,"2,720","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Jintsu-ohashi,Jintsu River,Japan,Asia,"2,720","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Daimono-hashi,Shou River,Japan,Asia,"1,189","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,0,30,"1980-1989, 2000-2009",20,monthly,1,Daimono-hashi,Shou River,Japan,Asia,"1,189","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,Ammonium,-,30,"1980-1989, 2000-2009",20,monthly,1,Daimono-hashi,Shou River,Japan,Asia,"1,189","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,-,30,"1980-1989, 2000-2009",20,monthly,1,Kokujo-bashi,Oyabe River,Japan,Asia,667,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,0,30,"1980-1989, 2000-2009",20,monthly,1,Kokujo-bashi,Oyabe River,Japan,Asia,667,"F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Hakusangohguchi-entei,Tedori River,Japan,Asia,809,"F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Hakusangohguchi-entei,Tedori River,Japan,Asia,809,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,-,30,"1980-1989, 2000-2009",20,monthly,1,Hakusangohguchi-entei,Tedori River,Japan,Asia,809,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Nomio-hashi,Kakehashi River,Japan,Asia,271,"F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Nomio-hashi,Kakehashi River,Japan,Asia,271,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Nomio-hashi,Kakehashi River,Japan,Asia,271,"F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Fuseda,Kuzuryu River,Japan,Asia,"2,930","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,-,30,"1980-1989, 2000-2009",20,monthly,1,Fuseda,Kuzuryu River,Japan,Asia,"2,930","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Takatsuka,Kitagawa River,Japan,Asia,211,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Takatsuka,Kitagawa River,Japan,Asia,211,"F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Habi,Yura River,Japan,Asia,"1,882","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,-,30,"1980-1989, 2000-2009",20,monthly,1,Habi,Yura River,Japan,Asia,"1,882","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Tachino,Maruyama River,Japan,Asia,"1,300","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,-,30,"1980-1989, 2000-2009",20,monthly,1,Tachino,Maruyama River,Japan,Asia,"1,300","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Tachino,Maruyama River,Japan,Asia,"1,300","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,-,30,"1980-1989, 2000-2009",20,monthly,1,Gyotoku,Sendai River,Japan,Asia,"1,190","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Gyotoku,Sendai River,Japan,Asia,"1,190","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,-,30,"1980-1989, 2000-2009",20,monthly,1,Gyotoku,Sendai River,Japan,Asia,"1,190","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,-,30,"1980-1989, 2000-2009",20,monthly,1,Koda,Tenjin River,Japan,Asia,490,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,-,30,"1980-1989, 2000-2009",20,monthly,1,Koda,Tenjin River,Japan,Asia,490,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,-,30,"1980-1989, 2000-2009",20,monthly,1,Koda,Tenjin River,Japan,Asia,490,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,-,30,"1980-1989, 2000-2009",20,monthly,1,Kuzumo,Hino River,Japan,Asia,870,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,0,30,"1980-1989, 2000-2009",20,monthly,1,Kuzumo,Hino River,Japan,Asia,870,"F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,Ammonium,-,30,"1980-1989, 2000-2009",20,monthly,1,Kuzumo,Hino River,Japan,Asia,870,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Kawahira,Gouno River,Japan,Asia,"3,900","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Kawahira,Gouno River,Japan,Asia,"3,900","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Ohtsu,Hii River,Japan,Asia,"2,540","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Ohtsu,Hii River,Japan,Asia,"2,540","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Ohtsu,Hii River,Japan,Asia,"2,540","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Takatsuno,Takatsu River,Japan,Asia,"1,090","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Takatsuno,Takatsu River,Japan,Asia,"1,090","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Uwano,Takase River,Japan,Asia,867,"F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,0,30,"1980-1989, 2000-2009",20,monthly,1,Uwano,Takase River,Japan,Asia,867,"F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Uwano,Takase River,Japan,Asia,867,"F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Ohashi,Mabechi River,Japan,Asia,"2,050","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Tome,Kitakami River,Japan,Asia,"10,150","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Tome,Kitakami River,Japan,Asia,"10,150","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,-,30,"1980-1989, 2000-2009",20,monthly,1,Yuriage-ohashi,Natori River,Japan,Asia,939,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,0,30,"1980-1989, 2000-2009",20,monthly,1,Yuriage-ohashi,Natori River,Japan,Asia,939,"F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,Ammonium,-,30,"1980-1989, 2000-2009",20,monthly,1,Yuriage-ohashi,Natori River,Japan,Asia,939,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Iwanuma,Abukuma River,Japan,Asia,"5,390","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,0,30,"1980-1989, 2000-2009",20,monthly,1,Iwanuma,Abukuma River,Japan,Asia,"5,390","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Iwanuma,Abukuma River,Japan,Asia,"5,390","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,-,30,"1980-1989, 2000-2009",20,monthly,1,Sakaki-bashi,Kuji River,Japan,Asia,"1,490","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,-,30,"1980-1989, 2000-2009",20,monthly,1,Sakaki-bashi,Kuji River,Japan,Asia,"1,490","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,-,30,"1980-1989, 2000-2009",20,monthly,1,Sakaki-bashi,Kuji River,Japan,Asia,"1,490","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,+,30,"1980-1989, 2000-2009",20,monthly,1,Shimokunii,Naka River,Japan,Asia,"3,270","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Shimokunii,Naka River,Japan,Asia,"3,270","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Shimokunii,Naka River,Japan,Asia,"3,270","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Fukawa,Tone River,Japan,Asia,"16,840","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Fukawa,Tone River,Japan,Asia,"16,840","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,0,30,"1980-1989, 2000-2009",20,monthly,1,Fukawa,Tone River,Japan,Asia,"16,840","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,total nitrogen,-,30,"1980-1989, 2000-2009",20,monthly,1,Jisuibashi,Arakawa River,Japan,Asia,"2,940","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,0,30,"1980-1989, 2000-2009",20,monthly,1,Jisuibashi,Arakawa River,Japan,Asia,"2,940","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,Ammonium,-,30,"1980-1989, 2000-2009",20,monthly,1,Jisuibashi,Arakawa River,Japan,Asia,"2,940","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,-,30,"1980-1989, 2000-2009",20,monthly,1,Tamagawara-bashi,Tama River,Japan,Asia,"1,240","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Tamagawara-bashi,Tama River,Japan,Asia,"1,240","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,-,30,"1980-1989, 2000-2009",20,monthly,1,Tamagawara-bashi,Tama River,Japan,Asia,"1,240","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,-,30,"1980-1989, 2000-2009",20,monthly,1,Sueyoshi-bashi,Tsurumi River,Japan,Asia,235,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,nitrate,+,30,"1980-1989, 2000-2009",20,monthly,1,Sueyoshi-bashi,Tsurumi River,Japan,Asia,235,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,Ammonium,-,30,"1980-1989, 2000-2009",20,monthly,1,Sueyoshi-bashi,Tsurumi River,Japan,Asia,235,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,0,30,"1980-1989, 2000-2009",20,monthly,1,Fujikawa-bashi,Fuji River,Japan,Asia,"3,990","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,nitrate,0,30,"1980-1989, 2000-2009",20,monthly,1,Fujikawa-bashi,Fuji River,Japan,Asia,"3,990","F test, Mann?Whitney U test, and Brunner-Munzel test",p > 0.05,,,,,,,,
31,Ammonium,-,30,"1980-1989, 2000-2009",20,monthly,1,Fujikawa-bashi,Fuji River,Japan,Asia,"3,990","F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
31,total nitrogen,-,30,"1980-1989, 2000-2009",20,monthly,1,Abegawa-bashi,Abe River,Japan,Asia,567,"F test, Mann?Whitney U test, and Brunner-Munzel test",p < 0.05,,,,,,,,
